state,2020 legal status,2020 Legal Status Code,City,Population,Violent Crime,Murder and nonnegligent manslaughter,Rape2,Robbery,Aggravated assault,Property Crime Total,Burglary,Larceny-theft,Motor vehicle theft,Arson3
New Jersey,Medical,2,Haworth,"3,391",0,0,0,0,0,3,1,0,2,0
New Jersey,Medical,2,Hawthorne,"18,728",1,0,0,1,0,163,7,148,8,0
New Jersey,Medical,2,Hazlet Township,"19,593",17,0,3,3,11,226,16,191,19,0
New Jersey,Medical,2,Helmetta,"2,151",0,0,0,0,0,7,1,5,1,0
New Jersey,Medical,2,High Bridge,"3,385",0,0,0,0,0,12,2,9,1,1
New Jersey,Medical,2,Highland Park,"13,666",5,0,3,1,1,149,21,111,17,0
New Jersey,Medical,2,Highlands,"4,682",3,0,0,0,3,22,4,18,0,0
New Jersey,Medical,2,Hightstown,"5,273",10,0,1,0,9,27,1,25,1,0
New Jersey,Medical,2,Hillsborough Township,"40,210",19,0,8,4,7,173,31,132,10,4
New Jersey,Medical,2,Hillsdale,"10,308",0,0,0,0,0,39,3,32,4,0
New Jersey,Medical,2,Hillside Township,"21,995",62,1,6,21,34,535,41,423,71,0
New Jersey,Medical,2,Hi-Nella,856,3,0,0,0,3,13,2,10,1,0
New Jersey,Medical,2,Hoboken,"52,902",66,1,2,13,50,774,111,626,37,1
New Jersey,Medical,2,Ho-Ho-Kus,"4,058",0,0,0,0,0,28,18,7,3,0
New Jersey,Medical,2,Holland Township,"5,074",1,0,0,0,1,10,2,8,0,0
New Jersey,Medical,2,Holmdel Township,"16,726",9,0,0,0,9,115,16,90,9,0
New Jersey,Medical,2,Hopatcong,"14,086",15,1,3,0,11,28,5,21,2,0
New Jersey,Medical,2,Hopewell Borough,"1,901",1,0,0,0,1,5,1,3,1,0
New Jersey,Medical,2,Hopewell Township,"17,641",4,0,3,0,1,76,15,57,4,0
New Jersey,Medical,2,Howell Township,"52,048",36,0,7,2,27,395,43,343,9,1
New Jersey,Medical,2,Independence Township,"5,386",2,0,0,0,2,9,2,6,1,0
New Jersey,Medical,2,Interlaken,786,0,0,0,0,0,8,0,7,1,0
New Jersey,Medical,2,Irvington,"54,306",230,11,18,112,89,"1,008",101,551,356,0
New Jersey,Medical,2,Island Heights,"1,685",2,0,0,0,2,5,1,4,0,0
New Jersey,Medical,2,Jackson Township,"58,120",27,1,7,3,16,211,30,170,11,0
New Jersey,Medical,2,Jamesburg,"5,878",3,0,0,1,2,13,8,4,1,0
New Jersey,Medical,2,Jefferson Township,"20,626",8,0,0,0,8,52,7,39,6,0
New Jersey,Medical,2,Jersey City,"263,273","1,167",17,59,340,751,"3,940",500,"3,004",436,9
New Jersey,Medical,2,Keansburg,"9,582",25,0,6,4,15,151,14,131,6,1
New Jersey,Medical,2,Kearny,"41,037",45,0,2,14,29,473,29,377,67,1
New Jersey,Medical,2,Kenilworth,"8,211",5,0,2,1,2,95,13,68,14,0
New Jersey,Medical,2,Keyport,"6,951",9,0,1,0,8,78,4,68,6,0
New Jersey,Medical,2,Kinnelon,"9,859",1,0,0,1,0,63,8,50,5,0
New Jersey,Medical,2,Lacey Township,"29,524",25,1,1,4,19,163,21,137,5,0
New Jersey,Medical,2,Lake Como,"1,673",2,0,1,0,1,11,2,9,0,0
New Jersey,Medical,2,Lakehurst,"2,718",5,0,1,1,3,16,3,13,0,0
New Jersey,Medical,2,Lakewood Township,"108,023",131,2,4,30,95,871,178,666,27,6
New Jersey,Medical,2,Lambertville,"3,788",0,0,0,0,0,21,1,20,0,0
New Jersey,Medical,2,Laurel Springs,"1,860",5,0,0,1,4,12,1,11,0,0
New Jersey,Medical,2,Lavallette,"1,868",1,0,0,0,1,19,0,18,1,0
New Jersey,Medical,2,Lawnside,"2,872",8,0,0,3,5,96,11,85,0,0
New Jersey,Medical,2,"Lawrence Township, Mercer County","32,282",40,0,9,8,23,359,44,291,24,1
New Jersey,Medical,2,Lebanon Township,"6,055",1,0,0,0,1,31,7,24,0,0
New Jersey,Medical,2,Leonia,"9,033",3,0,0,1,2,57,2,47,8,0
New Jersey,Medical,2,Lincoln Park,"10,051",5,0,0,0,5,48,6,40,2,0
New Jersey,Medical,2,Linden,"42,515",142,5,15,16,106,"1,106",109,888,109,3
New Jersey,Medical,2,Lindenwold,"17,206",109,1,12,31,65,416,96,287,33,4
New Jersey,Medical,2,Linwood,"6,612",1,0,0,0,1,25,5,20,0,0
New Jersey,Medical,2,Little Egg Harbor Township,"21,928",25,0,1,0,24,233,15,216,2,0
New Jersey,Medical,2,Little Falls Township,"14,463",11,0,0,2,9,95,5,82,8,0
New Jersey,Medical,2,Little Ferry,"10,736",7,0,0,1,6,52,4,39,9,0
New Jersey,Medical,2,Little Silver,"5,761",1,0,0,0,1,31,1,24,6,0
New Jersey,Medical,2,Livingston Township,"30,372",9,0,1,0,8,245,27,193,25,1
New Jersey,Medical,2,Loch Arbour,179,0,0,0,0,0,8,2,6,0,0
New Jersey,Medical,2,Lodi,"24,343",22,0,4,2,16,183,16,152,15,0
New Jersey,Medical,2,Logan Township,"5,847",4,0,0,1,3,76,2,69,5,0
New Jersey,Medical,2,Long Beach Township,"3,075",4,0,0,0,4,65,8,56,1,0
New Jersey,Medical,2,Long Branch,"30,175",92,0,13,21,58,560,54,469,37,0
New Jersey,Medical,2,Long Hill Township,"8,389",0,0,0,0,0,43,2,38,3,0
New Jersey,Medical,2,Longport,846,0,0,0,0,0,8,2,6,0,0
New Jersey,Medical,2,Lopatcong Township,"8,419",1,0,0,0,1,78,10,62,6,0
New Jersey,Medical,2,Lower Alloways Creek Township,"1,660",1,0,0,0,1,5,1,4,0,0
New Jersey,Medical,2,Lower Township,"21,177",33,0,5,6,22,134,21,99,14,1
New Jersey,Medical,2,Lumberton Township,"12,153",15,0,1,6,8,184,16,151,17,0
New Jersey,Medical,2,Lyndhurst Township,"23,169",15,0,1,6,8,159,13,127,19,0
New Jersey,Medical,2,Madison,"17,850",0,0,0,0,0,152,10,125,17,0
New Jersey,Medical,2,Magnolia,"4,259",17,0,0,3,14,99,17,81,1,0
New Jersey,Medical,2,Mahwah Township,"26,201",5,0,0,2,3,92,11,73,8,0
New Jersey,Medical,2,Manalapan Township,"39,353",12,0,7,1,4,192,20,153,19,0
New Jersey,Medical,2,Manasquan,"5,796",4,0,0,0,4,80,8,69,3,0
New Jersey,Medical,2,Manchester Township,"43,856",14,1,3,2,8,234,46,179,9,2
New Jersey,Medical,2,"Mansfield Township, Burlington County","8,527",4,0,1,0,3,60,5,32,23,0
New Jersey,Medical,2,"Mansfield Township, Warren County","7,325",0,0,0,0,0,65,6,58,1,0
New Jersey,Medical,2,Mantoloking,245,0,0,0,0,0,9,1,4,4,0
New Jersey,Medical,2,Mantua Township,"14,769",12,0,1,3,8,174,30,132,12,0
New Jersey,Medical,2,Manville,"10,116",11,0,5,4,2,109,7,95,7,1
New Jersey,Medical,2,Maple Shade Township,"18,402",48,1,12,8,27,411,53,319,39,5
New Jersey,Medical,2,Maplewood Township,"25,531",14,0,1,9,4,343,11,295,37,0
New Jersey,Medical,2,Margate City,"5,813",5,0,0,1,4,129,26,98,5,0
New Jersey,Medical,2,Marlboro Township,"39,593",11,0,0,1,10,302,23,244,35,2
New Jersey,Medical,2,Matawan,"8,613",0,0,0,0,0,6,1,4,1,0
New Jersey,Medical,2,Maywood,"9,610",2,0,0,0,2,68,6,58,4,1
New Jersey,Medical,2,Medford Lakes,"3,888",1,0,0,0,1,16,1,14,1,0
New Jersey,Medical,2,Medford Township,"23,433",12,0,4,1,7,203,27,175,1,3
New Jersey,Medical,2,Mendham,"4,825",0,0,0,0,0,31,9,15,7,0
New Jersey,Medical,2,Mendham Township,"5,632",1,0,0,0,1,24,11,7,6,0
New Jersey,Medical,2,Merchantville,"3,688",6,0,0,2,4,54,9,43,2,0
New Jersey,Medical,2,Metuchen,"14,639",10,0,0,1,9,199,14,176,9,0
New Jersey,Medical,2,Middlesex Borough,"13,669",3,0,1,0,2,75,4,62,9,4
New Jersey,Medical,2,Middle Township,"18,093",35,0,6,5,24,245,36,194,15,0
New Jersey,Medical,2,Middletown Township,"65,170",16,0,3,3,10,357,33,291,33,1
New Jersey,Medical,2,Midland Park,"7,214",3,0,0,0,3,24,2,21,1,0
New Jersey,Medical,2,Millburn Township,"20,053",2,0,0,2,0,306,25,241,40,1
New Jersey,Medical,2,Milltown,"6,967",2,0,0,0,2,69,4,65,0,0
New Jersey,Medical,2,Millville,"27,272",173,2,8,35,128,928,120,764,44,3
New Jersey,Medical,2,Mine Hill Township,"3,456",1,0,0,0,1,13,1,11,1,0
New Jersey,Medical,2,Monmouth Beach,"3,235",1,0,0,0,1,22,2,14,6,0
New Jersey,Medical,2,"Monroe Township, Gloucester County","36,893",30,0,2,11,17,400,62,316,22,1
New Jersey,Medical,2,"Monroe Township, Middlesex County","45,653",9,0,0,0,9,114,19,82,13,0
New Jersey,Medical,2,Montclair,"38,621",38,0,3,14,21,267,35,211,21,1
New Jersey,Medical,2,Montgomery Township,"23,268",9,0,1,0,8,84,42,35,7,0
New Jersey,Medical,2,Montvale,"8,643",2,0,0,1,1,26,2,19,5,0
New Jersey,Medical,2,Montville Township,"20,982",3,0,1,1,1,164,25,119,20,0
New Jersey,Medical,2,Moonachie,"2,700",6,0,2,0,4,36,0,35,1,0
New Jersey,Medical,2,Moorestown Township,"20,491",14,0,3,5,6,149,15,124,10,0
New Jersey,Medical,2,Morris Plains,"6,335",6,0,1,1,4,54,4,48,2,0
New Jersey,Medical,2,Morristown,"19,337",30,0,1,3,26,141,15,119,7,0
New Jersey,Medical,2,Morris Township,"22,100",8,0,0,0,8,117,15,92,10,0
New Jersey,Medical,2,Mountain Lakes,"4,224",0,0,0,0,0,44,12,26,6,0
New Jersey,Medical,2,Mountainside,"6,902",0,0,0,0,0,39,6,25,8,0
New Jersey,Medical,2,Mount Arlington,"5,944",4,0,0,0,4,32,4,26,2,0
New Jersey,Medical,2,Mount Ephraim,"4,573",8,0,0,1,7,285,15,263,7,0
New Jersey,Medical,2,Mount Holly Township,"9,546",45,0,5,5,35,105,6,98,1,0
New Jersey,Medical,2,Mount Laurel Township,"41,179",58,2,14,9,33,513,26,451,36,0
New Jersey,Medical,2,Mount Olive Township,"28,973",12,0,4,0,8,104,10,85,9,0
New Jersey,Medical,2,Mullica Township,"5,825",7,0,0,0,7,100,26,71,3,0
New Jersey,Medical,2,National Park,"2,929",5,0,0,1,4,40,11,29,0,0
New Jersey,Medical,2,Neptune City,"4,573",19,0,1,4,14,124,9,111,4,1
New Jersey,Medical,2,Neptune Township,"27,320",107,0,3,26,78,909,90,808,11,4
New Jersey,Medical,2,Netcong,"3,116",1,0,0,1,0,13,2,11,0,0
New Jersey,Medical,2,Newark,"282,242","1,492",56,116,367,953,"4,567",535,"2,325","1,707",29
New Jersey,Medical,2,New Brunswick,"55,701",285,4,13,78,190,964,136,752,76,3
New Jersey,Medical,2,Newfield,"1,536",2,0,0,2,0,3,0,2,1,0
New Jersey,Medical,2,New Hanover Township,"7,859",0,0,0,0,0,3,0,3,0,0
New Jersey,Medical,2,New Milford,"16,417",19,0,0,0,19,74,6,64,4,0
New Jersey,Medical,2,New Providence,"13,741",3,0,0,2,1,55,0,45,10,0
New Jersey,Medical,2,Newton,"8,008",6,0,4,1,1,37,6,29,2,0
New Jersey,Medical,2,North Arlington,"15,695",7,0,3,0,4,106,13,84,9,0
New Jersey,Medical,2,North Bergen Township,"60,567",52,0,11,11,30,305,20,229,56,0
New Jersey,Medical,2,North Brunswick Township,"41,383",69,1,4,10,54,500,54,421,25,0
New Jersey,Medical,2,North Caldwell,"6,666",2,0,0,1,1,24,14,6,4,0
New Jersey,Medical,2,Northfield,"7,979",0,0,0,0,0,73,14,53,6,0
New Jersey,Medical,2,North Haledon,"8,382",6,0,0,0,6,55,5,45,5,0
New Jersey,Medical,2,North Hanover Township,"7,443",4,0,0,0,4,17,4,10,3,0
New Jersey,Medical,2,North Plainfield,"21,279",25,0,2,17,6,302,23,265,14,2
New Jersey,Medical,2,Northvale,"4,955",1,0,0,0,1,5,0,5,0,0
New Jersey,Medical,2,North Wildwood,"3,731",12,0,1,2,9,108,5,98,5,0
New Jersey,Medical,2,Norwood,"5,792",3,0,0,1,2,20,2,16,2,0
New Jersey,Medical,2,Nutley Township,"28,408",21,0,0,4,17,170,16,131,23,1
New Jersey,Medical,2,Oakland,"12,929",4,0,1,0,3,90,9,78,3,0
New Jersey,Medical,2,Oaklyn,"3,942",4,0,0,2,2,107,14,83,10,0
New Jersey,Medical,2,Ocean City,"10,893",8,0,1,2,5,334,39,287,8,1
New Jersey,Medical,2,Ocean Gate,"2,042",0,0,0,0,0,19,6,13,0,0
New Jersey,Medical,2,Oceanport,"5,708",5,0,0,0,5,52,11,37,4,0
New Jersey,Medical,2,"Ocean Township, Monmouth County","26,462",22,0,0,14,8,541,49,466,26,2
New Jersey,Medical,2,"Ocean Township, Ocean County","9,184",0,0,0,0,0,33,0,33,0,0
New Jersey,Medical,2,Ogdensburg,"2,237",1,0,0,0,1,10,2,8,0,0
New Jersey,Medical,2,Old Bridge Township,"65,537",26,0,2,9,15,356,52,252,52,0
New Jersey,Medical,2,Old Tappan,"5,904",1,0,0,0,1,13,4,3,6,0
New Jersey,Medical,2,Oradell,"8,137",3,0,1,0,2,35,17,15,3,0
New Jersey,Medical,2,Orange City,"30,541",143,3,11,61,68,529,80,334,115,10
New Jersey,Medical,2,Oxford Township,"2,412",0,0,0,0,0,11,1,10,0,0
New Jersey,Medical,2,Palisades Park,"20,818",7,0,1,1,5,105,23,65,17,0
New Jersey,Medical,2,Palmyra,"7,114",14,0,2,3,9,122,11,108,3,0
New Jersey,Medical,2,Paramus,"26,222",23,0,1,2,20,455,9,420,26,0
New Jersey,Medical,2,Park Ridge,"8,688",0,0,0,0,0,13,5,7,1,0
New Jersey,Medical,2,Parsippany-Troy Hills Township,"51,317",26,2,2,5,17,269,32,213,24,0
New Jersey,Medical,2,Passaic,"69,610",279,4,5,85,185,"1,028",105,800,123,1
New Jersey,Medical,2,Paterson,"144,947","1,433",27,50,426,930,"2,160",566,"1,342",252,15
New Jersey,Medical,2,Paulsboro,"5,820",16,0,0,2,14,95,21,64,10,0
New Jersey,Medical,2,Peapack-Gladstone,"2,606",0,0,0,0,0,21,7,13,1,0
New Jersey,Medical,2,Pemberton Borough,"1,315",0,0,0,0,0,21,2,19,0,0
New Jersey,Medical,2,Pemberton Township,"26,875",61,2,13,10,36,379,114,232,33,2
New Jersey,Medical,2,Pennington,"2,575",0,0,0,0,0,4,0,4,0,0
New Jersey,Medical,2,Pennsauken Township,"35,698",95,1,3,30,61,923,137,691,95,3
New Jersey,Medical,2,Penns Grove,"4,721",53,5,3,9,36,199,33,148,18,4
New Jersey,Medical,2,Pennsville Township,"12,315",19,0,2,7,10,260,39,209,12,3
New Jersey,Medical,2,Pequannock Township,"14,887",4,0,0,1,3,67,9,49,9,0
New Jersey,Medical,2,Perth Amboy,"51,384",137,1,4,23,109,508,61,393,54,1
New Jersey,Medical,2,Phillipsburg,"14,136",38,0,11,8,19,234,30,189,15,2
New Jersey,Medical,2,Pine Beach,"2,192",1,0,0,0,1,8,0,7,1,0
New Jersey,Medical,2,Pine Hill,"10,427",32,1,2,6,23,167,35,112,20,2
New Jersey,Medical,2,Pine Valley,11,0,0,0,0,0,0,0,0,0,0
New Jersey,Medical,2,Piscataway Township,"56,870",60,1,14,9,36,381,42,303,36,5
New Jersey,Medical,2,Pitman,"8,701",7,0,0,0,7,44,1,42,1,0
New Jersey,Medical,2,Plainfield,"50,333",228,7,4,75,142,733,84,582,67,3
New Jersey,Medical,2,Plainsboro Township,"22,847",8,0,1,0,7,90,14,69,7,1
New Jersey,Medical,2,Pleasantville,"20,135",27,2,1,20,4,266,117,124,25,1
New Jersey,Medical,2,Plumsted Township,"8,598",1,0,1,0,0,40,10,28,2,0
New Jersey,Medical,2,Pohatcong Township,"3,158",2,0,0,1,1,212,39,172,1,0
New Jersey,Medical,2,Point Pleasant,"18,842",25,0,5,2,18,116,16,93,7,0
New Jersey,Medical,2,Point Pleasant Beach,"4,543",6,0,0,0,6,84,17,55,12,0
New Jersey,Medical,2,Pompton Lakes,"10,961",8,0,0,1,7,35,2,32,1,0
New Jersey,Medical,2,Princeton,"31,458",11,0,0,3,8,196,19,161,16,0
New Jersey,Medical,2,Prospect Park,"5,834",6,0,1,3,2,98,14,79,5,0
New Jersey,Medical,2,Rahway,"30,157",43,1,2,14,26,201,27,134,40,0
New Jersey,Medical,2,Ramsey,"14,904",5,0,0,1,4,86,10,66,10,0
New Jersey,Medical,2,Randolph Township,"25,311",1,0,0,0,1,94,8,79,7,0
New Jersey,Medical,2,Raritan,"7,888",2,0,0,0,2,60,5,48,7,0
New Jersey,Medical,2,Raritan Township,"22,402",6,0,0,0,6,74,6,66,2,0
New Jersey,Medical,2,Readington Township,"15,813",2,0,1,0,1,77,12,59,6,0
New Jersey,Medical,2,Red Bank,"11,929",27,0,11,1,15,116,11,98,7,0
New Jersey,Medical,2,Ridgefield,"11,171",3,0,0,1,2,81,20,53,8,0
New Jersey,Medical,2,Ridgefield Park,"12,904",6,0,0,0,6,155,3,139,13,0
New Jersey,Medical,2,Ridgewood,"25,036",8,0,2,1,5,133,9,115,9,2
New Jersey,Medical,2,Ringwood,"12,177",2,0,0,0,2,25,2,22,1,0
New Jersey,Medical,2,Riverdale,"4,198",0,0,0,0,0,133,2,131,0,0
New Jersey,Medical,2,River Edge,"11,431",1,0,0,1,0,84,5,78,1,0
New Jersey,Medical,2,Riverside Township,"7,788",16,0,2,2,12,82,16,66,0,1
New Jersey,Medical,2,Riverton,"2,676",0,0,0,0,0,15,0,14,1,0
New Jersey,Medical,2,River Vale Township,"10,007",0,0,0,0,0,25,2,22,1,0
New Jersey,Medical,2,Robbinsville Township,"14,628",2,0,0,0,2,45,7,36,2,0
New Jersey,Medical,2,Rochelle Park Township,"5,566",3,0,0,1,2,75,0,70,5,0
New Jersey,Medical,2,Rockaway,"6,250",1,0,0,1,0,31,3,21,7,0
New Jersey,Medical,2,Rockaway Township,"26,046",6,0,0,3,3,181,10,161,10,0
New Jersey,Medical,2,Rockleigh,528,0,0,0,0,0,0,0,0,0,0
New Jersey,Medical,2,Roseland,"5,829",0,0,0,0,0,28,1,20,7,0
New Jersey,Medical,2,Roselle,"21,867",34,0,1,8,25,231,23,174,34,1
New Jersey,Medical,2,Roselle Park,"13,604",5,0,1,2,2,110,9,97,4,0
New Jersey,Medical,2,Roxbury Township,"22,439",2,0,0,2,0,85,9,73,3,1
New Jersey,Medical,2,Rumson,"6,675",0,0,0,0,0,49,0,28,21,0
New Jersey,Medical,2,Runnemede,"8,273",8,1,0,3,4,161,23,131,7,0
New Jersey,Medical,2,Rutherford,"18,307",10,1,4,0,5,177,18,136,23,0
New Jersey,Medical,2,Saddle Brook Township,"13,533",0,0,0,0,0,188,1,182,5,0
New Jersey,Medical,2,Saddle River,"3,170",3,0,0,0,3,23,8,10,5,0
New Jersey,Medical,2,Salem,"4,661",96,11,11,27,47,158,53,87,18,1
New Jersey,Medical,2,Sayreville,"44,282",55,0,2,11,42,260,32,192,36,0
New Jersey,Medical,2,Scotch Plains Township,"24,313",5,0,1,1,3,164,67,82,15,0
New Jersey,Medical,2,Sea Bright,"1,325",0,0,0,0,0,5,1,4,0,0
New Jersey,Medical,2,Sea Girt,"1,758",0,0,0,0,0,13,4,6,3,0
New Jersey,Medical,2,Sea Isle City,"2,019",1,0,0,0,1,114,20,94,0,0
New Jersey,Medical,2,Seaside Heights,"2,917",36,0,0,11,25,194,22,165,7,0
New Jersey,Medical,2,Seaside Park,"1,541",4,0,0,2,2,25,3,22,0,0
New Jersey,Medical,2,Secaucus,"22,535",50,0,9,17,24,402,23,360,19,0
New Jersey,Medical,2,Ship Bottom,"1,156",1,0,0,0,1,13,1,12,0,0
New Jersey,Medical,2,Shrewsbury,"4,082",2,0,1,0,1,57,3,49,5,0
New Jersey,Medical,2,Somerdale,"5,511",11,0,0,3,8,245,13,228,4,0
New Jersey,Medical,2,Somers Point,"10,108",24,1,3,9,11,220,30,184,6,0
New Jersey,Medical,2,Somerville,"12,084",2,0,0,0,2,107,5,87,15,0
New Jersey,Medical,2,South Amboy,"9,235",12,1,0,0,11,73,5,63,5,0
New Jersey,Medical,2,South Bound Brook,"4,526",2,0,0,1,1,30,2,27,1,0
New Jersey,Medical,2,South Brunswick Township,"45,877",23,0,6,3,14,353,42,303,8,0
New Jersey,Medical,2,South Hackensack Township,"2,438",9,0,0,4,5,68,4,50,14,0
New Jersey,Medical,2,South Harrison Township,"3,110",0,0,0,0,0,10,0,10,0,0
New Jersey,Medical,2,South Orange Village,"16,732",15,0,0,7,8,201,8,157,36,0
New Jersey,Medical,2,South Plainfield,"24,100",28,0,0,6,22,288,30,247,11,1
New Jersey,Medical,2,South River,"15,731",29,0,4,3,22,85,14,68,3,1
New Jersey,Medical,2,South Toms River,"3,701",7,0,0,0,7,25,5,18,2,0
New Jersey,Medical,2,Sparta Township,"18,467",4,0,0,0,4,18,2,14,2,0
New Jersey,Medical,2,Spotswood,"8,216",6,0,0,0,6,30,7,22,1,0
New Jersey,Medical,2,"Springfield Township, Burlington County","3,241",0,0,0,0,0,20,6,13,1,0
New Jersey,Medical,2,"Springfield Township, Union County","17,639",13,0,1,5,7,150,17,119,14,0
New Jersey,Medical,2,Spring Lake,"2,894",0,0,0,0,0,52,4,42,6,0
New Jersey,Medical,2,Spring Lake Heights,"4,502",3,0,1,0,2,10,1,9,0,0
New Jersey,Medical,2,Stafford Township,"28,029",13,0,3,2,8,178,14,154,10,0
New Jersey,Medical,2,Stanhope,"3,275",0,0,0,0,0,12,1,9,2,0
New Jersey,Medical,2,Stone Harbor,804,2,0,1,0,1,69,9,58,2,0
New Jersey,Medical,2,Stratford,"6,937",5,0,0,2,3,103,8,92,3,0
New Jersey,Medical,2,Summit,"21,917",4,0,2,0,2,202,15,156,31,0
New Jersey,Medical,2,Surf City,"1,203",1,0,1,0,0,19,0,15,4,0
New Jersey,Medical,2,Swedesboro,"2,562",0,0,0,0,0,15,2,11,2,0
New Jersey,Medical,2,Tavistock,5,0,0,0,0,0,0,0,0,0,0
New Jersey,Medical,2,Teaneck Township,"40,290",51,0,8,12,31,398,49,323,26,3
New Jersey,Medical,2,Tenafly,"14,427",5,0,0,2,3,65,13,37,15,0
New Jersey,Medical,2,Teterboro,68,0,0,0,0,0,89,0,88,1,0
New Jersey,Medical,2,Tewksbury Township,"5,754",4,0,0,0,4,33,14,12,7,0
New Jersey,Medical,2,Tinton Falls,"17,388",10,0,0,3,7,238,16,217,5,0
New Jersey,Medical,2,Toms River Township,"94,561",85,2,6,17,60,997,135,834,28,0
New Jersey,Medical,2,Totowa,"10,777",14,0,0,3,11,184,16,136,32,0
New Jersey,Medical,2,Trenton,"82,909",969,40,50,262,617,"1,733",412,"1,038",283,23
New Jersey,Medical,2,Tuckerton,"3,396",13,0,1,0,12,14,1,11,2,0
New Jersey,Medical,2,Union Beach,"5,210",6,0,0,0,6,4,3,1,0,0
New Jersey,Medical,2,Union City,"68,055",203,0,10,42,151,"1,185",98,"1,017",70,5
New Jersey,Medical,2,Union Township,"58,613",56,0,3,21,32,721,34,626,61,3
New Jersey,Medical,2,Upper Saddle River,"8,199",1,0,0,0,1,34,3,21,10,0
New Jersey,Medical,2,Ventnor City,"9,815",17,0,1,3,13,268,34,228,6,0
New Jersey,Medical,2,Vernon Township,"21,819",1,0,0,0,1,89,11,73,5,0
New Jersey,Medical,2,Verona,"13,368",1,0,1,0,0,90,7,79,4,0
New Jersey,Medical,2,Vineland,"59,288",227,3,17,34,173,"1,239",198,"1,000",41,5
New Jersey,Medical,2,Voorhees Township,"29,130",17,0,0,5,12,264,39,218,7,1
New Jersey,Medical,2,Waldwick,"10,156",2,0,0,0,2,56,1,52,3,0
New Jersey,Medical,2,Wallington,"11,499",11,0,0,3,8,133,6,115,12,0
New Jersey,Medical,2,Wall Township,"25,489",12,0,0,4,8,226,37,172,17,0
New Jersey,Medical,2,Wanaque,"11,828",5,0,0,2,3,25,1,22,2,0
New Jersey,Medical,2,Warren Township,"15,689",1,0,0,1,0,57,15,30,12,0
New Jersey,Medical,2,Washington,"6,446",2,0,0,0,2,53,15,37,1,1
New Jersey,Medical,2,"Washington Township, Bergen County","9,171",3,0,0,2,1,19,5,12,2,0
New Jersey,Medical,2,"Washington Township, Gloucester County","47,551",56,0,0,8,48,407,57,333,17,1
New Jersey,Medical,2,"Washington Township, Morris County","18,086",14,0,4,1,9,73,4,64,5,0
New Jersey,Medical,2,"Washington Township, Warren County","6,323",1,0,0,0,1,51,6,43,2,0
New Jersey,Medical,2,Watchung,"6,018",0,0,0,0,0,271,11,257,3,0
New Jersey,Medical,2,Waterford Township,"10,675",15,0,1,1,13,65,14,47,4,0
New Jersey,Medical,2,Wayne Township,"53,162",54,0,0,7,47,649,64,554,31,1
New Jersey,Medical,2,Weehawken Township,"14,874",20,0,2,6,12,260,33,211,16,0
New Jersey,Medical,2,Wenonah,"2,202",2,0,0,0,2,19,3,15,1,0
New Jersey,Medical,2,Westampton Township,"8,632",30,0,9,2,19,163,23,130,10,2
New Jersey,Medical,2,West Amwell Township,"2,728",0,0,0,0,0,12,1,8,3,0
New Jersey,Medical,2,West Caldwell Township,"10,841",3,0,0,1,2,62,2,56,4,0
New Jersey,Medical,2,West Cape May,"1,000",1,0,0,0,1,6,0,6,0,0
New Jersey,Medical,2,West Deptford Township,"20,878",16,0,0,5,11,243,61,167,15,0
New Jersey,Medical,2,Westfield,"29,389",8,0,0,3,5,172,11,136,25,0
New Jersey,Medical,2,West Long Branch,"7,860",2,0,1,1,0,102,4,94,4,0
New Jersey,Medical,2,West Milford Township,"26,310",11,0,2,1,8,93,7,83,3,0
New Jersey,Medical,2,West New York,"52,977",106,0,12,32,62,587,62,480,45,1
New Jersey,Medical,2,West Orange,"47,666",59,1,11,14,33,683,89,525,69,1
New Jersey,Medical,2,Westville,"4,123",9,1,0,1,7,93,18,71,4,1
New Jersey,Medical,2,West Wildwood,545,0,0,0,0,0,16,5,10,1,0
New Jersey,Medical,2,West Windsor Township,"27,944",11,0,2,2,7,252,19,226,7,1
New Jersey,Medical,2,Westwood,"11,079",0,0,0,0,0,56,18,37,1,0
New Jersey,Medical,2,Wharton,"6,343",8,0,0,2,6,70,2,63,5,0
New Jersey,Medical,2,Wildwood,"4,908",35,0,2,8,25,330,44,281,5,0
New Jersey,Medical,2,Wildwood Crest,"3,024",9,0,0,0,9,94,14,77,3,1
New Jersey,Medical,2,Willingboro Township,"32,048",95,2,4,22,67,174,42,115,17,1
New Jersey,Medical,2,Winfield Township,"1,504",1,0,1,0,0,6,1,5,0,0
New Jersey,Medical,2,Winslow Township,"38,460",72,0,2,17,53,336,57,251,28,5
New Jersey,Medical,2,Woodbridge Township,"100,119",126,1,16,20,89,"1,236",107,"1,020",109,7
New Jersey,Medical,2,Woodbury,"9,744",38,1,0,15,22,328,44,266,18,3
New Jersey,Medical,2,Woodbury Heights,"2,949",1,0,0,0,1,71,8,62,1,0
New Jersey,Medical,2,Woodcliff Lake,"5,845",1,0,0,0,1,21,3,15,3,0
New Jersey,Medical,2,Woodland Park,"12,653",12,0,0,1,11,122,11,99,12,0
New Jersey,Medical,2,Woodlynne,"2,906",13,0,0,1,12,70,7,50,13,0
New Jersey,Medical,2,Wood-Ridge,"9,489",2,0,1,0,1,48,3,41,4,0
New Jersey,Medical,2,Woodstown,"3,429",0,0,0,0,0,30,10,19,1,0
New Jersey,Medical,2,Woolwich Township,"13,278",1,0,0,0,1,47,2,43,2,0
