state,2020 legal status,2020 Legal Status Code,City,Population,Violent Crime,Murder and nonnegligent manslaughter,Rape2,Robbery,Aggravated assault,Property Crime Total,Burglary,Larceny-theft,Motor vehicle theft,Arson3
Florida,Medical,2,Mount Dora,"14,801",30,3,6,5,16,465,31,389,45,0
Florida,Medical,2,Naples,"22,388",21,1,4,1,15,276,26,223,27,1
Florida,Medical,2,Neptune Beach,"7,285",17,0,0,3,14,117,20,79,18,0
Florida,Medical,2,New Port Richey,"16,954",117,0,20,21,76,434,82,316,36,1
Florida,Medical,2,New Smyrna Beach,"28,380",75,0,0,8,67,458,81,341,36,1
Florida,Medical,2,Niceville,"16,345",9,0,1,0,8,48,13,32,3,0
Florida,Medical,2,North Bay Village,"8,165",16,0,2,1,13,114,7,88,19,1
Florida,Medical,2,North Lauderdale,"44,618",192,6,19,44,123,646,72,488,86,3
Florida,Medical,2,North Miami,"63,109",481,4,27,126,324,"2,008",178,"1,625",205,3
Florida,Medical,2,North Miami Beach,"43,273",318,8,24,65,221,"1,172",163,869,140,6
Florida,Medical,2,North Palm Beach,"13,255",12,0,2,1,9,89,18,63,8,0
Florida,Medical,2,North Port,"72,389",117,3,27,6,81,743,88,634,21,0
Florida,Medical,2,North Redington Beach,"1,482",2,0,0,0,2,17,2,14,1,0
Florida,Medical,2,Oakland,"3,193",18,0,0,2,16,56,24,28,4,0
Florida,Medical,2,Oakland Park,"45,646",258,3,15,86,154,"1,613",163,"1,314",136,2
Florida,Medical,2,Ocala,"61,275",413,3,55,61,294,"1,936",161,"1,663",112,10
Florida,Medical,2,Ocean Ridge,"1,976",4,0,1,0,3,34,10,17,7,0
Florida,Medical,2,Ocoee,"49,877",132,1,15,16,100,"1,131",130,927,74,4
Florida,Medical,2,Okeechobee,"5,833",10,0,0,2,8,209,19,175,15,0
Florida,Medical,2,Oldsmar,"15,218",22,1,5,3,13,189,24,158,7,1
Florida,Medical,2,Orange City,"12,454",36,0,4,2,30,568,48,494,26,1
Florida,Medical,2,Orange Park,"8,864",30,0,4,7,19,165,11,134,20,0
Florida,Medical,2,Orlando,"293,363","2,524",31,169,507,"1,817","11,158","1,198","8,812","1,148",34
Florida,Medical,2,Ormond Beach,"44,271",161,1,26,23,111,"1,035",166,773,96,0
Florida,Medical,2,Oviedo,"42,903",52,1,28,4,19,247,22,211,14,0
Florida,Medical,2,Pahokee,"6,372",57,0,0,8,49,174,23,133,18,1
Florida,Medical,2,Palatka,"10,436",56,6,1,11,38,552,69,445,38,0
Florida,Medical,2,Palm Bay,"116,897",328,3,59,39,227,"1,770",241,"1,380",149,7
Florida,Medical,2,Palm Beach,"8,891",3,0,0,1,2,128,20,84,24,0
Florida,Medical,2,Palm Beach Gardens,"58,629",65,1,8,14,42,999,86,871,42,2
Florida,Medical,2,Palm Beach Shores,"1,274",3,0,2,0,1,34,6,25,3,0
Florida,Medical,2,Palmetto,"13,873",88,2,7,15,64,377,39,319,19,0
Florida,Medical,2,Palmetto Bay,"24,641",30,0,5,7,18,510,55,423,32,2
Florida,Medical,2,Palm Springs,"25,451",288,0,5,34,249,784,257,442,85,0
Florida,Medical,2,Panama City,"34,672",303,4,38,29,232,"1,453",252,"1,059",142,6
Florida,Medical,2,Panama City Beach,"12,703",131,2,12,10,107,756,56,689,11,0
Florida,Medical,2,Parker,"4,241",9,0,1,0,8,69,16,41,12,0
Florida,Medical,2,Parkland,"35,773",8,0,1,3,4,201,23,136,42,1
Florida,Medical,2,Pembroke Park,"6,812",35,0,2,12,21,195,22,131,42,0
Florida,Medical,2,Pembroke Pines,"175,757",209,4,9,57,139,"2,495",184,"2,074",237,9
Florida,Medical,2,Pensacola,"53,083",327,5,26,52,244,"1,543",191,"1,272",80,3
Florida,Medical,2,Perry,"6,865",70,2,2,9,57,343,149,169,25,4
Florida,Medical,2,Pinellas Park,"54,114",187,0,32,47,108,"1,788",185,"1,484",119,4
Florida,Medical,2,Plantation,"95,669",199,3,14,54,128,"1,942",155,"1,521",266,0
Florida,Medical,2,Plant City,"40,330",199,3,6,36,154,906,95,724,87,7
Florida,Medical,2,Pompano Beach,"113,545",837,19,62,244,512,"3,142",434,"2,237",471,13
Florida,Medical,2,Ponce Inlet,"3,340",1,0,0,0,1,17,2,15,0,0
Florida,Medical,2,Port Orange,"65,828",50,1,3,4,42,953,154,746,53,1
Florida,Medical,2,Port Richey,"2,963",12,0,3,2,7,167,12,147,8,0
Florida,Medical,2,Port St. Joe,"3,583",11,0,0,0,11,18,8,8,2,0
Florida,Medical,2,Port St. Lucie,"206,450",264,5,35,40,184,"1,666",189,"1,381",96,3
Florida,Medical,2,Punta Gorda,"20,766",14,0,0,2,12,272,14,241,17,1
Florida,Medical,2,Redington Beaches,"1,476",0,0,0,0,0,25,2,17,6,0
Florida,Medical,2,Riviera Beach,"35,798",428,16,23,63,326,"1,174",151,909,114,9
Florida,Medical,2,Rockledge,"28,614",60,3,7,4,46,343,50,255,38,0
Florida,Medical,2,Royal Palm Beach,"41,142",85,1,11,10,63,637,33,569,35,0
Florida,Medical,2,Safety Harbor,"18,144",31,0,6,2,23,211,22,166,23,3
Florida,Medical,2,Sanford,"62,342",511,3,38,84,386,"1,396",210,"1,084",102,2
Florida,Medical,2,Sanibel,"7,511",2,0,0,0,2,38,3,34,1,0
Florida,Medical,2,Sarasota,"59,002",349,1,32,59,257,"1,622",227,"1,271",124,3
Florida,Medical,2,Satellite Beach,"11,252",6,0,0,1,5,54,7,42,5,0
Florida,Medical,2,Sea Ranch Lakes,626,0,0,0,0,0,11,0,9,2,0
Florida,Medical,2,Sebastian,"26,626",21,0,4,3,14,155,12,132,11,0
Florida,Medical,2,Sebring,"10,664",79,3,8,15,53,389,69,302,18,0
Florida,Medical,2,Seminole,"19,017",48,0,6,11,31,331,23,299,9,0
Florida,Medical,2,Sewall's Point,"2,252",1,0,0,0,1,9,3,6,0,0
Florida,Medical,2,Shalimar,850,6,0,0,0,6,15,6,5,4,0
Florida,Medical,2,Sneads,"1,771",5,0,0,1,4,42,14,22,6,1
Florida,Medical,2,South Bay,"5,237",35,0,2,2,31,81,19,51,11,2
Florida,Medical,2,South Daytona,"13,176",20,0,0,8,12,199,44,129,26,0
Florida,Medical,2,South Miami,"11,933",50,0,6,13,31,427,90,318,19,0
Florida,Medical,2,South Palm Beach,"1,483",2,0,1,0,1,5,0,5,0,0
Florida,Medical,2,South Pasadena,"5,111",4,0,1,0,3,67,5,60,2,0
Florida,Medical,2,Southwest Ranches,"8,025",18,0,2,1,15,179,13,150,16,0
Florida,Medical,2,Springfield,"8,542",57,1,5,4,47,248,48,179,21,0
Florida,Medical,2,Starke,"5,415",62,2,5,9,46,188,12,155,21,2
Florida,Medical,2,St. Augustine,"15,705",76,0,11,9,56,457,43,392,22,3
Florida,Medical,2,St. Augustine Beach,"7,101",8,0,0,0,8,72,7,61,4,0
Florida,Medical,2,St. Cloud,"56,828",99,0,23,7,69,599,106,450,43,3
Florida,Medical,2,St. Pete Beach,"9,616",22,0,8,0,14,190,16,166,8,0
Florida,Medical,2,St. Petersburg,"267,690","1,772",15,110,275,"1,372","6,841",887,"5,315",639,34
Florida,Medical,2,Stuart,"16,347",45,0,7,5,33,355,36,303,16,0
Florida,Medical,2,Sunny Isles Beach,"21,907",24,0,3,4,17,212,14,178,20,0
Florida,Medical,2,Sunrise,"96,428",195,3,21,60,111,"1,324",96,"1,031",197,2
Florida,Medical,2,Surfside,"5,659",3,0,1,0,2,129,8,115,6,0
Florida,Medical,2,Tallahassee,"196,012","1,516",24,196,238,"1,058","5,786","1,067","4,159",560,9
Florida,Medical,2,Tamarac,"67,399",146,3,20,26,97,"1,009",79,788,142,1
Florida,Medical,2,Tampa,"407,350","2,119",41,101,325,"1,652","5,561",925,"3,993",643,60
Florida,Medical,2,Tarpon Springs,"25,818",109,0,23,13,73,348,34,282,32,5
Florida,Medical,2,Tavares,"18,221",44,1,3,2,38,206,55,129,22,0
Florida,Medical,2,Temple Terrace,"26,890",72,0,4,23,45,483,108,339,36,0
Florida,Medical,2,Tequesta,"6,193",0,0,0,0,0,27,3,24,0,0
Florida,Medical,2,Titusville,"46,919",295,5,24,51,215,"1,081",199,764,118,6
Florida,Medical,2,Treasure Island,"6,946",36,0,5,3,28,215,17,185,13,1
Florida,Medical,2,Trenton,"2,179",1,0,0,0,1,11,6,5,0,0
Florida,Medical,2,Umatilla,"3,910",1,0,1,0,0,94,13,77,4,0
Florida,Medical,2,Valparaiso,"5,449",5,0,0,0,5,30,11,14,5,0
Florida,Medical,2,Venice,"24,366",16,0,2,5,9,346,56,274,16,5
Florida,Medical,2,Vero Beach,"17,776",34,0,1,6,27,250,37,190,23,0
Florida,Medical,2,Village of Pinecrest,"19,255",17,0,2,4,11,441,45,349,47,0
Florida,Medical,2,Virginia Gardens,"2,380",5,1,0,2,2,33,4,25,4,0
Florida,Medical,2,Wauchula,"4,773",12,0,0,2,10,104,31,63,10,0
Florida,Medical,2,Welaka,718,0,0,0,0,0,7,4,3,0,0
Florida,Medical,2,Wellington,"66,429",67,1,17,6,43,489,38,392,59,2
Florida,Medical,2,Westlake,"1,463",2,0,2,0,0,14,1,13,0,0
Florida,Medical,2,West Melbourne,"25,020",48,0,4,11,33,385,48,311,26,2
Florida,Medical,2,West Miami,"9,154",12,0,1,3,8,98,14,75,9,0
Florida,Medical,2,Weston,"71,815",36,1,10,5,20,307,30,226,51,0
Florida,Medical,2,West Palm Beach,"113,268",863,18,76,231,538,"3,862",452,"2,967",443,9
Florida,Medical,2,West Park,"15,204",98,3,7,19,69,281,43,198,40,1
Florida,Medical,2,White Springs,765,11,1,0,0,10,11,2,8,1,1
Florida,Medical,2,Wildwood,"7,568",64,1,1,6,56,158,58,82,18,4
Florida,Medical,2,Williston,"2,732",6,0,0,1,5,97,10,82,5,0
Florida,Medical,2,Wilton Manors,"12,885",63,0,0,15,48,447,55,361,31,0
Florida,Medical,2,Windermere,"3,619",3,2,0,0,1,20,14,6,0,0
Florida,Medical,2,Winter Garden,"47,484",153,3,12,18,120,810,88,654,68,5
Florida,Medical,2,Winter Haven,"46,275",171,4,19,12,136,920,125,724,71,3
Florida,Medical,2,Winter Park,"31,183",87,1,10,25,51,685,85,550,50,1
Florida,Medical,2,Winter Springs,"37,788",66,0,10,8,48,285,60,197,28,2
Florida,Medical,2,Zephyrhills,"16,772",41,0,4,6,31,508,70,407,31,4
Georgia,Illegal,1,Abbeville,"2,654",1,0,0,0,1,3,0,1,2,0
Georgia,Illegal,1,Acworth,"23,085",43,1,2,3,37,316,19,282,15,0
Georgia,Illegal,1,Adairsville,"4,998",10,0,2,0,8,66,3,60,3,1
Georgia,Illegal,1,Albany,"71,567","1,234",19,40,132,"1,043","3,148",575,"2,234",339,13
Georgia,Illegal,1,Alma,"3,370",18,0,2,2,14,167,39,117,11,2
Georgia,Illegal,1,Alpharetta,"68,326",151,1,6,10,134,689,82,568,39,0
Georgia,Illegal,1,Americus,"14,910",161,2,11,14,134,780,89,667,24,3
Georgia,Illegal,1,Arcade,"1,991",2,0,1,1,0,37,10,23,4,0
Georgia,Illegal,1,Athens-Clarke County,"128,152",654,4,105,102,443,"3,785",597,"2,837",351,20
Georgia,Illegal,1,Bainbridge,"12,006",92,3,4,10,75,446,95,333,18,5
Georgia,Illegal,1,Ball Ground,"2,290",0,0,0,0,0,4,0,3,1,0
Georgia,Illegal,1,Baxley,"4,655",6,0,2,0,4,123,12,99,12,0
Georgia,Illegal,1,Blackshear,"3,535",13,1,1,2,9,132,41,78,13,1
Georgia,Illegal,1,Blairsville,646,2,0,0,1,1,14,1,12,1,0
Georgia,Illegal,1,Blakely,"4,521",33,1,0,2,30,187,38,139,10,0
Georgia,Illegal,1,Bloomingdale,"2,691",3,0,1,1,1,47,11,28,8,0
Georgia,Illegal,1,Boston,"1,317",4,0,0,4,0,19,5,14,0,0
Georgia,Illegal,1,Braselton,"13,758",13,0,4,1,8,155,18,119,18,1
Georgia,Illegal,1,Bremen,"6,685",12,0,1,1,10,166,21,133,12,0
Georgia,Illegal,1,Brookhaven,"56,248",222,2,12,81,127,"1,412",159,"1,085",168,6
Georgia,Illegal,1,Buchanan,"1,184",1,0,0,0,1,11,3,8,0,0
Georgia,Illegal,1,Butler,"1,739",4,0,0,1,3,20,6,9,5,0
Georgia,Illegal,1,Byron,"5,304",10,0,1,3,6,144,19,86,39,1
Georgia,Illegal,1,Cairo,"9,340",28,1,4,8,15,248,50,182,16,0
Georgia,Illegal,1,Calhoun,"17,387",80,1,5,6,68,472,26,426,20,0
Georgia,Illegal,1,Camilla,"4,981",9,2,1,0,6,51,6,43,2,0
Georgia,Illegal,1,Canon,790,1,0,0,0,1,0,0,0,0,0
Georgia,Illegal,1,Cartersville,"21,995",74,1,5,10,58,414,53,320,41,5
Georgia,Illegal,1,Cave Spring,"1,061",0,0,0,0,0,19,3,13,3,0
Georgia,Illegal,1,Cedartown,"10,020",64,1,11,14,38,357,51,281,25,1
Georgia,Illegal,1,Centerville,"7,960",17,0,1,5,11,146,30,109,7,2
Georgia,Illegal,1,Clarkston,"12,697",69,2,3,28,36,260,45,164,51,0
Georgia,Illegal,1,Claxton,"2,185",12,0,1,3,8,82,15,64,3,0
Georgia,Illegal,1,Cleveland,"4,251",9,0,3,1,5,149,48,96,5,0
Georgia,Illegal,1,Cochran,"4,984",10,0,3,2,5,60,7,47,6,1
Georgia,Illegal,1,College Park,"15,204",267,10,9,72,176,934,95,626,213,7
Georgia,Illegal,1,Cordele,"10,451",72,2,10,9,51,527,51,450,26,0
Georgia,Illegal,1,Covington,"14,330",73,4,1,5,63,502,87,377,38,0
Georgia,Illegal,1,Dallas,"14,280",37,0,4,6,27,194,35,143,16,1
Georgia,Illegal,1,Danielsville,597,1,0,0,0,1,5,0,5,0,0
Georgia,Illegal,1,Dawson,"4,073",19,0,0,0,19,77,16,56,5,2
Georgia,Illegal,1,Decatur,"26,473",55,0,4,15,36,473,58,384,31,3
Georgia,Illegal,1,Dillard,378,0,0,0,0,0,7,1,5,1,0
Georgia,Illegal,1,Donalsonville,"2,445",10,0,0,0,10,25,4,20,1,0
Georgia,Illegal,1,Douglas,"11,696",10,0,0,2,8,111,5,102,4,0
Georgia,Illegal,1,Douglasville,"34,409",195,9,13,27,146,"1,792",128,"1,580",84,7
Georgia,Illegal,1,Duluth,"29,946",50,0,4,7,39,414,48,341,25,0
Georgia,Illegal,1,Dunwoody,"49,687",83,3,8,22,50,"1,386",86,"1,206",94,2
Georgia,Illegal,1,Eastman,"5,018",46,1,5,6,34,197,34,153,10,1
Georgia,Illegal,1,Eatonton,"6,753",19,0,0,1,18,153,18,131,4,0
Georgia,Illegal,1,Edison,"1,380",2,0,0,0,2,4,0,1,3,0
Georgia,Illegal,1,Elberton,"4,303",41,0,7,6,28,157,31,118,8,2
Georgia,Illegal,1,Ellaville,"1,872",3,0,0,1,2,8,2,4,2,0
Georgia,Illegal,1,Ellijay,"1,725",1,0,0,0,1,20,6,11,3,0
Georgia,Illegal,1,Emerson,"1,610",8,0,1,2,5,42,6,29,7,1
Georgia,Illegal,1,Eton,903,0,0,0,0,0,4,0,4,0,0
Georgia,Illegal,1,Fairburn,"17,220",38,1,4,4,29,111,8,93,10,1
Georgia,Illegal,1,Fayetteville,"18,202",25,0,9,8,8,532,35,482,15,2
Georgia,Illegal,1,Fitzgerald,"8,611",41,0,5,7,29,343,54,267,22,0
Georgia,Illegal,1,Flowery Branch,"8,671",15,0,2,0,13,101,11,88,2,0
Georgia,Illegal,1,Folkston,"5,072",7,0,0,0,7,54,10,40,4,0
Georgia,Illegal,1,Forest Park,"20,202",203,2,27,46,128,877,119,634,124,4
Georgia,Illegal,1,Fort Valley,"8,877",73,2,3,15,53,232,64,152,16,1
Georgia,Illegal,1,Franklin,968,2,0,1,1,0,19,3,15,1,0
Georgia,Illegal,1,Gainesville,"44,398",184,0,12,38,134,"1,116",140,887,89,9
Georgia,Illegal,1,Garden City,"8,716",120,5,8,20,87,402,62,265,75,0
Georgia,Illegal,1,Glennville,"5,004",5,0,1,0,4,90,6,66,18,0
Georgia,Illegal,1,Grantville,"3,322",13,0,1,0,12,44,5,34,5,0
Georgia,Illegal,1,Gray,"3,273",2,0,0,1,1,58,3,53,2,2
Georgia,Illegal,1,Greensboro,"3,299",14,0,1,2,11,79,4,68,7,0
Georgia,Illegal,1,Griffin,"22,773",258,7,15,23,213,"1,090",169,839,82,0
Georgia,Illegal,1,Grovetown,"15,650",38,0,4,5,29,109,17,84,8,0
Georgia,Illegal,1,Hahira,"3,060",3,0,1,1,1,38,7,28,3,0
Georgia,Illegal,1,Hampton,"8,201",7,0,1,2,4,49,4,37,8,1
Georgia,Illegal,1,Helen,565,4,0,0,0,4,63,9,50,4,0
Georgia,Illegal,1,Hiawassee,916,1,0,0,0,1,12,0,12,0,0
Georgia,Illegal,1,Hiram,"4,301",23,0,2,8,13,287,11,263,13,1
Georgia,Illegal,1,Jasper,"4,009",10,0,1,0,9,132,16,110,6,0
Georgia,Illegal,1,Jefferson,"12,349",9,0,1,2,6,153,21,121,11,0
Georgia,Illegal,1,Johns Creek,"85,408",33,3,3,5,22,384,56,309,19,3
Georgia,Illegal,1,Kingston,684,0,0,0,0,0,9,0,8,1,1
Georgia,Illegal,1,LaGrange,"30,406",176,6,25,35,110,"1,729",191,"1,419",119,4
Georgia,Illegal,1,Lake City,"2,855",3,0,1,1,1,44,1,33,10,1
Georgia,Illegal,1,Lavonia,"2,204",1,0,0,0,1,71,11,52,8,0
Georgia,Illegal,1,Leesburg,"3,073",6,0,1,0,5,36,8,25,3,0
Georgia,Illegal,1,Lilburn,"12,941",34,1,1,13,19,276,44,200,32,0
Georgia,Illegal,1,Lookout Mountain,"1,571",0,0,0,0,0,0,0,0,0,0
Georgia,Illegal,1,Louisville,"2,187",8,0,0,0,8,52,4,44,4,0
Georgia,Illegal,1,Madison,"4,236",7,0,0,0,7,91,10,70,11,0
Georgia,Illegal,1,Manchester,"3,942",12,2,2,0,8,87,20,58,9,0
Georgia,Illegal,1,Marietta,"61,348",301,4,19,68,210,"1,802",176,"1,418",208,3
Georgia,Illegal,1,Marshallville,"1,206",1,0,1,0,0,13,5,8,0,0
Georgia,Illegal,1,McDonough,"27,338",88,0,15,15,58,714,82,545,87,3
Georgia,Illegal,1,McRae-Helena,"8,246",11,0,0,2,9,59,21,32,6,0
Georgia,Illegal,1,Metter,"3,927",13,1,2,2,8,93,11,77,5,2
Georgia,Illegal,1,Milledgeville,"18,751",141,3,4,6,128,664,86,543,35,3
Georgia,Illegal,1,Millen,"2,730",16,1,2,1,12,77,15,59,3,0
Georgia,Illegal,1,Milton,"40,368",15,0,5,1,9,207,32,170,5,0
Georgia,Illegal,1,Monroe,"13,761",103,2,8,13,80,513,59,420,34,1
Georgia,Illegal,1,Montezuma,"2,903",14,0,1,0,13,47,6,41,0,2
Georgia,Illegal,1,Morrow,"7,327",38,1,3,17,17,549,21,481,47,1
Georgia,Illegal,1,Moultrie,"14,199",80,0,9,13,58,535,92,412,31,2
Georgia,Illegal,1,Mount Zion,"1,825",6,0,2,1,3,14,1,11,2,0
Georgia,Illegal,1,Nashville,"4,839",51,0,1,7,43,229,33,188,8,0
Georgia,Illegal,1,Newington,261,1,0,0,0,1,5,0,5,0,0
Georgia,Illegal,1,Newnan,"42,658",532,6,33,27,466,837,89,682,66,1
Georgia,Illegal,1,Oakwood,"4,180",2,0,2,0,0,72,4,64,4,0
Georgia,Illegal,1,Ocilla,"3,759",23,0,1,1,21,105,14,73,18,1
Georgia,Illegal,1,Oxford,"2,372",0,0,0,0,0,26,2,21,3,0
Georgia,Illegal,1,Palmetto,"4,890",10,2,0,3,5,65,7,53,5,2
Georgia,Illegal,1,Peachtree City,"36,421",16,0,7,4,5,388,15,345,28,0
Georgia,Illegal,1,Pelham,"3,420",17,2,0,5,10,113,20,81,12,3
Georgia,Illegal,1,Pine Mountain,"1,430",2,0,0,1,1,27,3,23,1,0
Georgia,Illegal,1,Pooler,"26,634",36,3,5,8,20,537,42,468,27,1
Georgia,Illegal,1,Port Wentworth,"10,281",34,0,10,8,16,162,27,109,26,1
Georgia,Illegal,1,Reynolds,949,5,0,0,0,5,10,2,8,0,1
Georgia,Illegal,1,Richmond Hill,"14,437",27,0,6,0,21,247,39,184,24,1
Georgia,Illegal,1,Rincon,"10,525",24,0,3,4,17,173,34,134,5,2
Georgia,Illegal,1,Rockmart,"4,458",14,0,2,1,11,244,36,197,11,0
Georgia,Illegal,1,Rossville,"3,999",21,1,4,4,12,193,27,133,33,1
Georgia,Illegal,1,Roswell,"95,396",357,1,23,26,307,"1,079",110,873,96,3
Georgia,Illegal,1,Sandersville,"5,346",12,0,0,2,10,51,6,43,2,1
Georgia,Illegal,1,Sandy Springs,"111,219",164,6,12,46,100,"1,539",161,"1,222",156,2
Georgia,Illegal,1,Smyrna,"57,317",214,9,21,34,150,"1,176",140,893,143,2
Georgia,Illegal,1,Snellville,"20,282",137,1,4,9,123,440,21,403,16,0
Georgia,Illegal,1,Social Circle,"4,583",16,2,2,1,11,73,8,59,6,0
Georgia,Illegal,1,South Fulton,"100,658","1,034",21,23,91,899,"2,694",274,"1,850",570,19
Georgia,Illegal,1,Springfield,"4,281",5,0,1,0,4,23,4,18,1,0
Georgia,Illegal,1,Stone Mountain,"6,332",23,1,3,4,15,142,11,94,37,0
Georgia,Illegal,1,Suwanee,"21,633",36,2,7,7,20,247,26,204,17,1
Georgia,Illegal,1,Sylvania,"2,449",8,0,0,1,7,43,11,32,0,0
Georgia,Illegal,1,Sylvester,"5,732",12,0,1,0,11,96,18,77,1,0
Georgia,Illegal,1,Tallapoosa,"3,186",23,0,2,3,18,65,14,46,5,0
Georgia,Illegal,1,Temple,"4,832",8,0,2,0,6,109,17,83,9,0
Georgia,Illegal,1,Thunderbolt,"2,634",12,0,1,1,10,29,3,23,3,0
Georgia,Illegal,1,Toccoa,"8,312",23,0,9,3,11,337,43,279,15,1
